concessionaria;ano_do_pnv_snv;tipo_de_radar;rodovia;uf;km_m;municipio;tipo_pista;sentido;situacao;data_da_inativacao;latitude;longitude;velocidade_leve;velocidade_pesado
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;117,780;Campo Largo;Principal;Crescente;Ativo;;-25,443140;-49,459940;80;80
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;121,470;Campo Largo;Principal;Decrescente;Ativo;;-25,445425;-49,496812;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;132,080;Balsa Nova;Principal;Decrescente;Ativo;;-25,470446;-49,600163;80;80
VIA ARAUCÁRIA;2019;Controlador;BR-476;PR;144,980;Curitiba;Principal;Decrescente;Ativo;;-25,547679;-49,320949;80;80
VIA ARAUCÁRIA;2019;Controlador;BR-476;PR;145,020;Curitiba;Principal;Crescente;Ativo;;-25,547672;-49,321222;80;80
VIA ARAUCÁRIA;2019;Controlador;BR-476;PR;152,050;Araucária;Principal;Crescente;Ativo;;-25,570453;-49,384883;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-476;PR;152,075;Araucária;Principal;Decrescente;Ativo;;-25,616548;-49,428861;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;133,580;Balsa Nova;Principal;Decrescente;Ativo;;-25,462920;-49,587210;80;80
VIA ARAUCÁRIA;2019;Controlador;BR-476;PR;159,250;Araucária;Principal;Crescente/Decrescente;Ativo;;-25,617131;-49,431537;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-476;PR;159,320;Araucária;Principal;Crescente/Decrescente;Ativo;;-25,616867;-49,430203;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-476;PR;160,000;Araucária;Principal;Crescente/Decrescente;Ativo;;-25,618299;-49,436403;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-476;PR;160,160;Araucária;Principal;Crescente/Decrescente;Ativo;;-25,618586;-49,438396;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-476;PR;195,470;Lapa;Principal;Crescente/Decrescente;Ativo;;-25,749979;-49,721871;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;229,830;Fernandes Pinheiro;Principal;Crescente/Decrescente;Ativo;;-25,470816;-50,470551;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;249,545;Irati;Principal;Crescente/Decrescente;Ativo;;-25,452706;-50,655944;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-373;PR;228,860;Imbituva;Principal;Crescente/Decrescente;Ativo;;-25,178723;-50,656786;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-373;PR;268,840;Prudentópolis;Principal;Crescente/Decrescente;Ativo;;-25,220236;-51,021521;80;80
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;219,550;Teixeira Soares;Principal;Crescente/Decrescente;Ativo;;-25,463829;-50,385353;80;80
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;229,520;Fernandes Pinheiro;Principal;Crescente/Decrescente;Ativo;;-25,470968;-50,467598;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;248,550;Irati;Principal;Crescente/Decrescente;Ativo;;-25,453245;-50,647387;60;60
VIA ARAUCÁRIA;2019;Controlador;BR-373;PR;271,600;Prudentópolis;Principal;Crescente/Decrescente;Ativo;;-25,238679;-51,038856;80;80
VIA BRASIL;2021;Controlador;BR-163;MT;915,447;Itaúba;Principal;Crescente;Ativo;;-11,176991;-55,310202;40;40
VIA BRASIL;2021;Controlador;BR-163;MT;935,813;Itaúba;Principal;Crescente;Ativo;;-11,011351;-55,251918;40;40
VIA BRASIL;2021;Controlador;BR-163;MT;955,430;Nova Santa Helena;Principal;Crescente;Ativo;;-10,850435;-55,188227;60;60
VIA BRASIL;2021;Controlador;BR-163;MT;971,004;Terra Nova do Norte;Principal;Decrescente;Ativo;;-10,724973;-55,129791;80;80
VIA BRASIL;2021;Controlador;BR-163;MT;1028,562;Peixoto de Azevedo;Principal;Crescente;Ativo;;-10,255392;-54,997766;60;60
VIA BRASIL;2021;Controlador;BR-163;MT;1033,739;Matupá;Principal;Decrescente;Ativo;;-10,217980;-54,968787;60;60
VIA BRASIL;2021;Controlador;BR-163;MT;1037,105;Matupá;Principal;Decrescente;Ativo;;-10,193424;-54,951762;60;60
VIA BRASIL;2021;Controlador;BR-163;MT;1063,666;Guarantã do Norte;Principal;Crescente;Ativo;;-9,965051;-54,904962;40;40
VIA BRASIL;2021;Controlador;BR-163;MT;1063,710;Guarantã do Norte;Principal;Decrescente;Ativo;;-9,964610;-54,905037;40;40
VIA BRASIL;2021;Controlador;BR-163;MT;1066,405;Guarantã do Norte;Principal;Crescente;Ativo;;-9,938937;-54,903335;40;40
VIA BRASIL;2021;Controlador;BR-163;MT;1088,773;Guarantã do Norte;Principal;Crescente;Ativo;;-9,761681;-54,896517;60;60
VIA BRASIL;2021;Controlador;BR-163;MT;1110,100;Guarantã do Norte;Principal;Crescente;Ativo;;-9,601294;-54,889358;40;40
VIA BRASIL;2021;Controlador;BR-163;MT;1113,835;Guarantã do Norte;Principal;Decrescente;Ativo;;-9,580576;-54,884539;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;103,700;Altamira;Principal;Crescente;Ativo;;-8,730286;-54,978188;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;104,630;Altamira;Principal;Crescente;Ativo;;-8,727819;-54,973903;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;157,538;Altamira;Principal;Crescente;Ativo;;-8,323412;-55,097691;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;159,877;Altamira;Principal;Decrescente;Ativo;;-8,304428;-55,105084;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;257,886;Novo Progresso;Principal;Decrescente;Ativo;;-7,470285;-55,291586;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;262,786;Novo Progresso;Principal;Crescente;Ativo;;-7,427801;-55,292411;60;60
VIA BRASIL;2021;Controlador;BR-163;PA;310,010;Novo Progresso;Principal;Crescente;Ativo;;-7,046954;-55,411937;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;402,975;Itaituba;Principal;Decrescente;Ativo;;-6,272195;-55,595871;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;409,211;Itaituba;Principal;Crescente;Ativo;;-6,228432;-55,625008;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;432,707;Itaituba;Principal;Crescente;Ativo;;-6,057238;-55,669755;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;547,027;Trairão;Principal;Crescente;Ativo;;-5,207814;-56,041769;60;60
VIA BRASIL;2021;Controlador;BR-163;PA;577,506;Trairão;Principal;Decrescente;Ativo;;-5,000201;-56,180519;60;60
VIA BRASIL;2021;Controlador;BR-163;PA;591,365;Trairão;Principal;Decrescente;Ativo;;-4,900009;-56,184737;60;60
VIA BRASIL;2021;Controlador;BR-163;PA;617,300;Trairão;Principal;Crescente;Ativo;;-4,735565;-56,049832;40;40
VIA BRASIL;2021;Controlador;BR-163;PA;621,813;Trairão;Principal;Crescente;Ativo;;-4,719982;-56,015812;60;60
VIA BRASIL;2021;Controlador;BR-163;PA;635,340;Trairão;Principal;Crescente;Ativo;;-4,626418;-55,953822;60;60
VIA BRASIL;2021;Controlador;BR-163;PA;652,053;Itaituba;Principal;Crescente;Ativo;;-4,513621;-55,865035;60;60
VIA BRASIL;2021;Controlador;BR-163;PA;652,705;Itaituba;Principal;Decrescente;Ativo;;-4,508500;-55,864485;60;60
VIA BRASIL;2021;Controlador;BR-230;PA;1110,076;Itaituba;Principal;Crescente;Ativo;;-4,393014;-55,890060;40;40
VIA BRASIL;2021;Controlador;BR-230;PA;1113,187;Itaituba;Principal;Crescente;Ativo;;-4,397866;-55,920226;40;40
VIA BRASIL;2021;Controlador;BR-230;PA;1113,013;Itaituba;Principal;Decrescente;Ativo;;-4,398723;-55,917297;40;40
VIA COSTEIRA;2020;Controlador;BR-101;SC;259,700;Paulo Lopes;Principal;Crescente;Ativo;;-28,020139;-48,698833;80;80
VIA COSTEIRA;2020;Controlador;BR-101;SC;264,600;Garopaba;Principal;Decrescente;Ativo;;-28,059667;-48,716944;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;255,600;Paulo Lopes;Principal;Decrescente;Ativo;;-27,990306;-48,680028;80;80
VIA COSTEIRA;2020;Controlador;BR-101;SC;252,400;Paulo Lopes;Principal;Decrescente;Ativo;;-27,961722;-48,679278;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;275,900;Imbituba;Principal;Crescente;Ativo;;-28,157222;-48,692972;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;277,300;Imbituba;Principal;Crescente;Ativo;;-28,170194;-48,694306;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;287,100;Imbituba;Principal;Crescente;Ativo;;-28,257278;-48,704083;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;277,300;Imbituba;Principal;Decrescente;Ativo;;-28,170194;-48,694306;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;304,000;Laguna;Principal;Decrescente;Ativo;;-28,388028;-48,774389;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;289,500;Imbituba;Principal;Decrescente;Ativo;;-28,278111;-48,700250;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;334,700;Tubarão;Principal;Crescente;Ativo;;-28,473194;-49,024667;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;334,900;Tubarão;Principal;Decrescente;Ativo;;-28,474528;-49,026389;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;325,400;Capivari de Baixo;Principal;Decrescente;Ativo;;-28,428611;-48,948917;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;324,900;Capivari de Baixo;Principal;Decrescente;Ativo;;-28,426083;-48,944472;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;318,400;Pescaria Brava;Principal;Decrescente;Ativo;;-28,428306;-48,881194;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;360,600;Sangão;Principal;Crescente;Ativo;;-28,669472;-49,120139;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;367,500;Sangão;Principal;Decrescente;Ativo;;-28,697694;-49,181528;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;363,400;Sangão;Principal;Crescente;Ativo;;-28,681222;-49,144361;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;361,900;Sangão;Principal;Decrescente;Ativo;;-28,676472;-49,130083;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;252,000;Paulo Lopes;Principal;Crescente;Ativo;;-27,958250;-48,678000;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;269,032;Imbituba;Principal;Decrescente;Ativo;;-28,097500;-48,705667;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;324,000;Pescaria Brava;Principal;Crescente;Ativo;;-28,424583;-48,935806;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;336,800;Tubarão;Principal;Decrescente;Ativo;;-28,486889;-49,038056;80;80
VIA COSTEIRA;2020;Controlador;BR-101;SC;347,280;Jaguaruna;Principal;Crescente;Ativo;;-28,577374;-49,052481;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;347,840;Jaguaruna;Principal;Decrescente;Ativo;;-28,582194;-49,050361;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;355,300;Sangão;Principal;Crescente;Ativo;;-28,630889;-49,089667;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;371,900;Içara;Principal;Decrescente;Ativo;;-28,714556;-49,221417;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;373,000;Içara;Principal;Crescente;Ativo;;-28,717139;-49,232194;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;387,700;Içara;Principal;Decrescente;Ativo;;-28,793556;-49,351972;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;391,940;Criciúma;Principal;Crescente;Ativo;;-28,813111;-49,389139;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;400,700;Maracajá;Principal;Crescente;Ativo;;-28,869556;-49,450889;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;407,500;Araranguá;Principal;Decrescente;Ativo;;-28,920083;-49,490417;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;410,800;Araranguá;Principal;Crescente;Ativo;;-28,934750;-49,518167;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;411,000;Araranguá;Principal;Decrescente;Ativo;;-28,936222;-49,519306;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;412,200;Araranguá;Principal;Crescente;Ativo;;-28,944000;-49,527806;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;412,200;Araranguá;Principal;Decrescente;Ativo;;-28,944000;-49,527806;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;416,000;Araranguá;Principal;Crescente;Ativo;;-28,972333;-49,528861;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;416,000;Araranguá;Principal;Decrescente;Ativo;;-28,972333;-49,528861;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;432,500;Sombrio;Principal;Crescente;Ativo;;-29,084694;-49,630556;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;432,500;Sombrio;Principal;Decrescente;Ativo;;-29,084694;-49,630556;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;445,600;Santa Rosa do Sul;Principal;Crescente;Ativo;;-29,148556;-49,724806;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;445,600;Santa Rosa do Sul;Principal;Decrescente;Ativo;;-29,148556;-49,724806;110;90
VIA SUL;2019;Controlador;BR-290;RS;10,000;Osório;Principal;Crescente;Ativo;;-29,891524;-50,374100;110;90
VIA SUL;2019;Controlador;BR-290;RS;10,001;Osório;Principal;Crescente;Ativo;;-29,891572;-50,374095;110;90
VIA SUL;2019;Controlador;BR-290;RS;31,000;Santo Antônio da Patrulha;Principal;Crescente;Ativo;;-29,884016;-50,565478;110;90
VIA SUL;2019;Controlador;BR-290;RS;31,001;Santo Antônio da Patrulha;Principal;Crescente;Ativo;;-29,884067;-50,565498;110;90
VIA SUL;2019;Controlador;BR-290;RS;70,900;Gravataí;Principal;Crescente;Ativo;;-29,951371;-50,965540;110;90
VIA SUL;2019;Controlador;BR-290;RS;70,901;Gravataí;Principal;Crescente;Ativo;;-29,951409;-50,965520;110;90
VIA SUL;2019;Controlador;BR-290;RS;91,000;Porto Alegre;Principal;Crescente;Ativo;;-29,968781;-51,167917;100;80
VIA SUL;2019;Controlador;BR-290;RS;92,500;Porto Alegre;Principal;Decrescente;Ativo;;-29,971188;-51,182885;100;90
VIA SUL;2019;Controlador;BR-448;RS;4,100;Esteio;Principal;Crescente;Ativo;;-29,845924;-51,203898;100;80
VIA SUL;2019;Controlador;BR-448;RS;4,101;Esteio;Principal;Crescente;Ativo;;-29,846137;-51,203835;100;80
VIA SUL;2019;Controlador;BR-386;RS;415,126;Montenegro;Principal;Decrescente;Ativo;;-29,818095;-51,470924;100;80
VIA SUL;2019;Controlador;BR-386;RS;415,127;Montenegro;Principal;Decrescente;Ativo;;-29,817980;-51,470985;100;80
VIA SUL;2019;Controlador;BR-101;RS;57,600;Maquiné;Principal;Crescente;Ativo;;-29,662472;-50,133248;100;80
VIA SUL;2019;Controlador;BR-101;RS;71,800;Osório;Principal;Crescente;Ativo;;-29,761297;-50,217864;100;80
VIA SUL;2019;Redutor;BR-101;RS;86,200;Osório;Principal;Crescente;Ativo;;-29,879663;-50,261308;80;80
VIA SUL;2019;Controlador;BR-101;RS;4,700;Torres;Principal;Crescente;Ativo;;-29,337014;-49,785164;100;80
VIA SUL;2019;Controlador;BR-101;RS;15,500;Dom Pedro de Alcântara;Principal;Crescente;Ativo;;-29,410162;-49,857806;100;80
VIA SUL;2019;Controlador;BR-386;RS;443,000;Canoas;Principal;Crescente;Ativo;;-29,889403;-51,212150;100;80
VIA SUL;2019;Redutor;BR-386;RS;434,600;Nova Santa Rita;Principal;Crescente;Ativo;;-29,846361;-51,276471;60;60
VIA SUL;2019;Controlador;BR-386;RS;405,300;Montenegro;Principal;Decrescente;Ativo;;-29,780227;-51,552887;100;80
VIA SUL;2019;Redutor;BR-386;RS;388,000;Triunfo;Principal;Crescente;Ativo;;-29,695129;-51,693235;60;60
VIA SUL;2019;Controlador;BR-386;RS;367,400;Fazenda Vilanova;Principal;Crescente;Ativo;;-29,581164;-51,841074;100;80
VIA SUL;2019;Controlador;BR-386;RS;305,000;Pouso Novo;Principal;Crescente;Ativo;;-29,189548;-52,188429;60;80
VIA SUL;2019;Redutor;BR-386;RS;270,800;Fontoura Xavier;Principal;Decrescente;Ativo;;-28,978289;-52,367937;60;60
VIA SUL;2019;Controlador;BR-386;RS;245,200;Soledade;Principal;Decrescente;Ativo;;-28,803798;-52,507508;60;60
